id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
726,30,technician,married,secondary,cellular,33,yes,no,0,uknown,146,0,0
727,47,blue-collar,married,NA,cellular,496,no,yes,0,uknown,151,0,0
728,43,admin.,married,secondary,cellular,324,no,no,0,uknown,629,0,0
729,40,blue-collar,married,primary,cellular,637,yes,no,0,uknown,200,0,0
730,23,blue-collar,single,NA,cellular,817,yes,no,0,uknown,123,0,0
731,51,admin.,divorced,secondary,cellular,21,no,no,0,uknown,53,0,0
732,26,unemployed,single,tertiary,cellular,102,no,no,0,uknown,377,0,0
733,30,entrepreneur,married,secondary,NA,2926,yes,no,0,uknown,238,0,0
734,58,blue-collar,married,primary,cellular,309,no,no,0,uknown,156,0,0
735,24,services,single,secondary,cellular,414,yes,no,1,uknown,493,299.81,0
736,42,management,married,tertiary,cellular,36,no,no,0,uknown,664,273.03,0
737,33,management,single,tertiary,cellular,5437,no,no,0,uknown,78,0,0
738,43,blue-collar,divorced,secondary,cellular,590,yes,yes,0,uknown,306,0,0
739,47,blue-collar,married,primary,NA,-187,no,no,0,uknown,652,0,0
740,37,unemployed,single,secondary,NA,1354,yes,no,0,uknown,207,0,0
741,53,technician,married,secondary,cellular,1225,no,no,0,uknown,70,0,0
742,38,blue-collar,single,tertiary,NA,2885,yes,no,0,uknown,1422,538.56,0
743,32,technician,married,secondary,cellular,950,yes,no,0,uknown,82,0,0
744,39,technician,married,tertiary,cellular,99,no,no,0,uknown,170,0,0
745,39,management,single,secondary,cellular,36,no,no,0,uknown,70,0,0
746,31,technician,single,secondary,cellular,433,no,no,0,uknown,1504,0,0
747,39,services,married,secondary,cellular,-311,yes,no,2,uknown,55,0,0
748,42,blue-collar,married,primary,NA,832,no,no,0,uknown,13,0,0
749,28,management,married,tertiary,NA,103,yes,no,0,uknown,461,0,0
750,28,unemployed,single,primary,cellular,236,no,no,0,uknown,460,0,0
751,23,blue-collar,married,secondary,cellular,0,yes,no,0,uknown,223,0,0
752,59,services,married,secondary,NA,7475,no,no,0,uknown,587,0,0
753,33,technician,single,secondary,cellular,338,yes,no,0,uknown,105,0,0
754,31,blue-collar,single,secondary,cellular,530,no,yes,0,uknown,251,0,0
755,54,technician,married,secondary,telephone,1349,no,no,0,uknown,697,0,0
756,34,blue-collar,married,secondary,NA,0,yes,no,0,uknown,111,0,0
757,57,management,married,tertiary,cellular,256,no,no,1,high,304,277.9,0
758,50,retired,divorced,primary,cellular,2790,no,no,0,uknown,236,0,0
759,55,self-employed,married,primary,cellular,0,no,no,0,uknown,138,0,0
760,28,self-employed,single,secondary,NA,-395,yes,no,0,uknown,141,0,0
761,43,unemployed,single,tertiary,cellular,408,no,no,0,uknown,568,0,0
762,36,technician,single,secondary,cellular,376,no,no,1,high,193,302.06,0
763,50,management,married,tertiary,telephone,305,yes,no,0,uknown,111,0,0
764,38,blue-collar,single,secondary,cellular,4860,yes,no,0,uknown,130,0,0
765,25,retired,single,secondary,cellular,366,no,yes,2,low,102,0,0
766,47,blue-collar,married,primary,cellular,236,no,yes,0,uknown,166,0,0
767,39,blue-collar,married,secondary,cellular,49,yes,no,2,low,566,0,0
768,46,management,married,tertiary,NA,0,no,no,0,uknown,70,0,0
769,32,management,married,tertiary,cellular,0,no,no,0,uknown,66,0,0
770,53,blue-collar,single,primary,cellular,210,yes,no,1,low,984,0,0
771,39,technician,divorced,secondary,cellular,385,no,no,0,uknown,644,0,0
772,36,blue-collar,married,NA,cellular,-400,yes,yes,1,low,362,0,0
773,31,management,single,tertiary,cellular,3967,yes,no,1,low,859,0,0
774,27,admin.,married,secondary,cellular,1596,no,no,0,uknown,82,423.69,0
775,32,blue-collar,single,primary,cellular,1426,yes,no,0,uknown,114,0,0
776,57,technician,married,secondary,NA,1158,no,no,21,uknown,204,0,0
777,51,blue-collar,married,primary,cellular,257,no,no,0,uknown,453,0,0
778,46,admin.,divorced,secondary,cellular,0,yes,no,0,uknown,149,0,0
779,35,management,divorced,tertiary,cellular,2885,no,no,8,uknown,199,807.98,0
780,26,admin.,married,secondary,NA,284,no,no,0,uknown,11,0,0
781,34,technician,divorced,secondary,cellular,558,no,no,0,uknown,108,0,0
782,41,services,married,primary,NA,373,yes,no,0,uknown,240,0,0
783,55,technician,single,secondary,cellular,2043,yes,no,0,uknown,655,0,0
784,52,blue-collar,married,NA,NA,826,yes,no,0,uknown,468,0,0
785,47,blue-collar,married,NA,NA,306,yes,no,0,uknown,13,0,0
786,79,retired,married,primary,cellular,3025,no,no,3,uknown,166,172.49,0
787,49,management,divorced,tertiary,cellular,178,no,no,0,uknown,174,0,0
788,41,blue-collar,married,secondary,cellular,1539,yes,no,3,low,139,0,0
789,51,services,married,secondary,NA,-467,no,no,0,uknown,216,0,0
790,60,retired,married,secondary,telephone,143,no,no,0,uknown,345,0,0
791,45,management,married,primary,telephone,2690,no,no,0,uknown,145,0,0
792,53,services,married,secondary,cellular,-391,no,no,0,uknown,122,0,0
793,38,blue-collar,married,secondary,NA,757,yes,no,0,uknown,133,0,0
794,49,retired,married,primary,NA,1381,no,no,0,uknown,73,0,0
795,55,services,divorced,primary,NA,653,no,no,0,uknown,800,0,0
796,33,self-employed,married,tertiary,NA,1301,yes,no,0,uknown,184,0,0
797,41,blue-collar,married,secondary,cellular,1885,yes,no,0,uknown,158,0,0
798,45,management,married,tertiary,cellular,385,no,yes,0,uknown,12,0,0
799,39,services,married,secondary,cellular,3870,yes,no,0,uknown,72,0,0
800,39,services,single,secondary,cellular,0,yes,yes,0,uknown,286,0,0
801,38,management,single,tertiary,cellular,1515,yes,no,5,low,134,0,0
802,28,technician,single,tertiary,cellular,426,no,no,1,uknown,11,0,0
803,37,admin.,married,secondary,NA,0,yes,no,0,uknown,26,0,0
804,31,admin.,married,secondary,cellular,799,yes,no,0,uknown,556,0,0
805,36,management,married,tertiary,cellular,51,yes,no,0,uknown,464,0,0
806,60,retired,married,secondary,NA,3932,yes,no,0,uknown,407,0,0
807,40,blue-collar,married,primary,cellular,3090,yes,no,0,uknown,664,0,0
808,56,management,married,tertiary,cellular,2366,yes,yes,4,low,538,0,0
809,26,unemployed,married,tertiary,NA,454,yes,yes,0,uknown,28,0,0
810,43,blue-collar,married,primary,NA,-635,yes,no,0,uknown,37,0,0
811,32,blue-collar,married,primary,NA,-175,yes,no,0,uknown,116,0,0
812,29,technician,single,secondary,cellular,323,no,no,1,uknown,148,0,0
813,46,blue-collar,married,secondary,NA,71,yes,no,0,uknown,416,0,0
814,30,management,single,tertiary,cellular,5561,yes,no,0,uknown,511,1364.22,0
815,56,management,divorced,tertiary,cellular,55,no,yes,0,uknown,154,0,0
816,29,technician,single,tertiary,NA,433,yes,no,0,uknown,247,0,0
817,60,housemaid,divorced,tertiary,NA,662,no,no,0,uknown,241,0,0
818,50,blue-collar,married,primary,telephone,888,no,yes,0,uknown,160,0,0
819,26,blue-collar,single,secondary,cellular,4146,no,no,0,uknown,628,0,0
820,32,management,married,tertiary,NA,3517,yes,no,0,uknown,57,0,0
821,58,technician,married,primary,NA,4015,no,no,0,uknown,106,0,0
822,46,technician,single,secondary,cellular,4367,yes,no,1,low,65,0,0
823,51,housemaid,married,secondary,NA,-1013,yes,no,0,uknown,664,0,0
824,49,management,married,tertiary,cellular,1468,yes,no,0,uknown,88,0,0
825,39,blue-collar,married,secondary,cellular,-405,yes,no,0,uknown,177,0,0
826,47,blue-collar,married,primary,NA,1610,yes,no,0,uknown,68,0,0
827,23,admin.,married,tertiary,NA,2,yes,no,0,uknown,140,0,0
828,37,entrepreneur,married,tertiary,cellular,1284,yes,no,0,uknown,246,0,0
829,36,management,married,tertiary,cellular,2547,no,no,0,uknown,292,0,0
830,30,management,married,tertiary,cellular,1235,yes,no,0,uknown,104,0,0
831,34,blue-collar,married,primary,cellular,151,yes,no,0,uknown,546,0,0
832,36,blue-collar,married,primary,NA,403,yes,no,0,uknown,920,305.02,0
833,73,retired,married,NA,telephone,519,no,no,2,high,270,46.81,0
834,44,admin.,married,secondary,telephone,10354,no,no,0,uknown,96,0,0
835,36,blue-collar,married,secondary,NA,513,yes,no,0,uknown,427,0,0
836,31,technician,divorced,secondary,cellular,431,yes,yes,0,uknown,75,0,0
837,24,student,single,secondary,cellular,139,no,no,0,uknown,430,29.29,0
838,36,blue-collar,married,secondary,NA,7579,yes,no,0,uknown,600,0,0
839,30,services,married,secondary,NA,311,yes,yes,0,uknown,94,0,0
840,78,retired,married,primary,telephone,680,no,no,9,low,838,0,0
841,35,management,married,secondary,NA,1160,yes,no,0,uknown,116,0,0
842,29,admin.,married,secondary,cellular,792,yes,no,0,uknown,374,0,0
843,42,services,married,secondary,NA,717,yes,no,0,uknown,152,0,0
844,50,blue-collar,married,primary,cellular,1052,no,no,0,uknown,149,0,0
845,31,unemployed,single,tertiary,cellular,1489,yes,no,0,uknown,678,0,0
846,30,technician,single,secondary,cellular,8,no,no,0,uknown,28,0,0
847,34,unemployed,single,secondary,cellular,847,no,no,0,uknown,684,0,0
848,36,technician,married,secondary,cellular,3,no,no,0,uknown,100,0,0
849,64,retired,married,tertiary,cellular,380,no,no,0,uknown,479,45.46,0
850,39,blue-collar,married,secondary,cellular,167,yes,yes,0,uknown,612,153.17,0
851,31,services,single,secondary,NA,0,yes,no,0,uknown,231,0,0
852,39,management,married,tertiary,cellular,271,yes,no,0,uknown,1344,300.23,0
853,32,blue-collar,married,secondary,cellular,9,yes,no,0,uknown,334,0,0
854,32,admin.,married,tertiary,NA,118,no,no,0,uknown,358,0,0
855,43,management,married,tertiary,cellular,3518,no,no,2,high,206,952.41,0
856,30,management,single,tertiary,cellular,364,no,no,0,uknown,306,311.41,0
857,59,retired,married,secondary,cellular,524,no,no,0,uknown,166,0,0
858,28,admin.,single,secondary,cellular,261,yes,yes,9,high,269,0,0
859,54,housemaid,married,primary,cellular,212,no,no,0,uknown,81,0,0
860,60,retired,married,secondary,NA,1390,no,yes,0,uknown,58,0,0
861,27,blue-collar,single,secondary,NA,2364,yes,no,0,uknown,221,0,0
862,50,management,divorced,tertiary,cellular,0,no,no,0,uknown,128,0,0
863,58,blue-collar,married,primary,cellular,5188,yes,no,0,uknown,606,749.32,0
864,45,blue-collar,married,secondary,NA,90,yes,no,0,uknown,744,0,0
865,28,management,single,tertiary,cellular,637,yes,no,0,uknown,324,0,0
866,29,technician,divorced,secondary,cellular,328,yes,yes,0,uknown,25,0,0
867,40,services,married,NA,NA,4075,yes,no,0,uknown,162,0,0
868,34,admin.,married,secondary,NA,3487,yes,no,0,uknown,464,0,0
869,32,management,single,NA,cellular,787,no,no,0,uknown,92,0,0
870,51,management,married,tertiary,cellular,0,yes,no,0,uknown,58,0,0
871,43,technician,married,tertiary,cellular,226,no,no,0,uknown,156,0,0
872,31,technician,single,secondary,telephone,102,yes,no,2,low,460,0,0
873,56,housemaid,married,primary,cellular,0,no,no,0,uknown,102,0,0
874,55,retired,married,secondary,telephone,4194,no,yes,0,uknown,208,0,0
875,29,student,single,secondary,cellular,658,no,no,4,uknown,198,59.89,0
876,34,admin.,married,secondary,cellular,247,no,no,0,uknown,401,280.94,0
877,41,admin.,married,secondary,NA,3279,yes,no,0,uknown,186,0,0
878,32,services,married,secondary,telephone,180,yes,no,0,uknown,45,0,0
879,40,admin.,married,secondary,NA,0,yes,yes,0,uknown,49,0,0
880,40,admin.,divorced,secondary,cellular,-607,yes,no,2,low,328,0,0
881,69,retired,married,secondary,cellular,0,no,no,2,uknown,184,244.07,0
882,34,management,married,tertiary,cellular,1262,no,no,0,uknown,478,0,0
883,42,services,divorced,secondary,cellular,1043,yes,no,0,uknown,97,0,0
884,36,student,single,secondary,telephone,3551,yes,no,0,uknown,134,0,0
885,30,management,single,tertiary,cellular,47,no,yes,0,uknown,11,0,0
886,50,technician,married,tertiary,cellular,2313,no,no,0,uknown,553,484.16,0
887,53,unemployed,divorced,secondary,cellular,587,no,no,0,uknown,561,53.77,0
888,30,management,single,tertiary,cellular,67,no,no,0,uknown,52,0,0
889,36,management,married,tertiary,cellular,269,yes,no,0,uknown,155,0,0
890,32,technician,married,secondary,cellular,169,yes,no,0,uknown,22,0,0
891,46,technician,married,tertiary,telephone,43,yes,no,7,uknown,162,0,0
892,31,blue-collar,divorced,primary,cellular,1,yes,no,9,low,36,0,0
893,50,self-employed,divorced,tertiary,cellular,13,yes,no,0,uknown,76,225.31,0
894,33,admin.,single,secondary,telephone,2554,yes,no,15,low,125,0,0
895,39,blue-collar,married,secondary,cellular,94,yes,yes,0,uknown,181,0,0
896,34,blue-collar,single,secondary,cellular,551,yes,no,0,uknown,347,0,0
897,48,blue-collar,married,primary,telephone,329,no,yes,0,uknown,85,0,0
898,43,unemployed,divorced,secondary,cellular,1854,no,no,1,high,131,0,0
899,31,technician,single,secondary,NA,628,yes,no,0,uknown,1083,0,0
900,32,technician,single,secondary,cellular,945,no,no,0,uknown,312,0,0
901,28,management,married,tertiary,cellular,22,yes,no,0,uknown,59,0,0
902,46,management,divorced,NA,NA,2,yes,no,0,uknown,187,0,0
903,36,student,single,secondary,NA,409,yes,no,0,uknown,72,0,0
904,52,technician,married,secondary,cellular,-1076,yes,no,0,uknown,58,0,0
905,45,management,married,tertiary,cellular,81,no,yes,0,uknown,61,0,0
906,48,blue-collar,single,secondary,NA,580,yes,no,0,uknown,185,0,0
907,51,blue-collar,married,primary,NA,0,no,no,0,uknown,384,0,0
908,45,unemployed,married,primary,NA,180,yes,yes,0,uknown,62,0,0
909,54,blue-collar,married,secondary,NA,853,no,no,0,uknown,24,0,0
910,47,admin.,married,tertiary,telephone,1077,no,no,0,uknown,43,0,0
911,67,retired,married,NA,telephone,6320,no,no,0,uknown,578,0,0
912,49,admin.,married,secondary,NA,2062,no,no,0,uknown,132,0,0
913,41,unemployed,divorced,secondary,NA,271,yes,no,0,uknown,196,0,0
914,32,technician,married,tertiary,NA,514,yes,no,0,uknown,414,0,0
915,33,blue-collar,married,secondary,cellular,215,no,no,0,uknown,166,0,0
916,53,admin.,divorced,secondary,NA,-372,yes,no,0,uknown,104,0,0
917,59,retired,married,secondary,cellular,19,no,yes,0,uknown,271,0,0
918,55,technician,married,secondary,NA,891,no,no,0,uknown,268,0,0
919,44,technician,divorced,secondary,cellular,316,yes,no,0,uknown,163,0,0
920,40,technician,single,tertiary,cellular,1646,yes,no,3,high,392,404.75,0
921,37,management,married,secondary,cellular,121,no,yes,2,low,211,0,0
922,33,blue-collar,single,secondary,cellular,498,no,no,0,uknown,301,309.32,0
923,32,blue-collar,single,secondary,cellular,623,yes,no,0,uknown,539,0,0
924,26,admin.,single,secondary,cellular,443,no,no,0,uknown,84,0,0
925,47,housemaid,married,secondary,cellular,0,no,no,0,uknown,97,0,0
926,32,self-employed,single,tertiary,NA,12269,no,no,0,uknown,141,0,0
927,37,technician,married,secondary,NA,277,yes,no,0,uknown,251,0,0
928,35,blue-collar,married,secondary,cellular,496,yes,no,0,uknown,135,0,0
929,34,housemaid,married,primary,cellular,4,no,no,0,uknown,55,0,0
930,34,management,married,tertiary,cellular,630,no,no,0,uknown,54,0,0
931,42,self-employed,married,tertiary,NA,596,yes,no,0,uknown,66,0,0
932,32,management,married,tertiary,cellular,210,no,no,0,uknown,121,0,0
933,57,retired,married,secondary,cellular,107,no,no,0,uknown,85,0,0
934,30,admin.,single,secondary,cellular,315,yes,no,4,low,884,260.65,0
935,46,blue-collar,married,primary,cellular,201,no,no,0,uknown,163,0,0
936,34,admin.,married,secondary,cellular,96,no,no,0,uknown,109,0,0
937,32,admin.,married,secondary,cellular,995,no,no,2,uknown,331,346.4,0
938,33,technician,married,secondary,cellular,557,no,no,0,uknown,367,291.7,0
939,36,blue-collar,single,secondary,cellular,5396,yes,no,0,uknown,490,0,0
940,37,admin.,married,secondary,cellular,7,yes,no,1,uknown,224,0,0
941,44,management,divorced,tertiary,cellular,0,no,no,0,uknown,169,0,0
942,32,blue-collar,married,secondary,cellular,333,yes,no,0,uknown,501,268.32,0
943,35,unemployed,married,tertiary,cellular,816,yes,no,0,uknown,547,0,0
944,32,self-employed,married,secondary,cellular,409,no,no,2,high,115,297.38,0
945,47,blue-collar,married,primary,cellular,124,no,no,0,uknown,76,0,0
946,74,retired,married,primary,telephone,0,no,no,2,high,332,0,0
947,57,retired,divorced,tertiary,telephone,476,no,no,0,uknown,26,0,0
948,30,technician,divorced,secondary,cellular,0,no,no,0,uknown,101,0,0
949,37,blue-collar,single,primary,NA,6969,yes,no,0,uknown,412,0,0
950,52,blue-collar,married,secondary,NA,184,yes,no,0,uknown,92,0,0
951,59,management,married,primary,telephone,1727,no,no,2,low,500,587.48,0
952,49,blue-collar,single,secondary,cellular,-367,yes,no,1,low,98,0,0
953,33,entrepreneur,married,tertiary,cellular,775,yes,yes,0,uknown,60,0,0
954,52,housemaid,married,secondary,NA,3923,yes,no,0,uknown,942,629.92,0
955,36,admin.,married,secondary,cellular,421,yes,no,3,uknown,246,0,0
956,42,blue-collar,married,secondary,cellular,414,yes,no,0,uknown,400,0,0
957,59,management,married,secondary,cellular,1245,no,no,0,uknown,285,0,0
958,32,technician,divorced,tertiary,cellular,3628,no,no,0,uknown,130,0,0
959,30,management,married,tertiary,NA,49,yes,yes,0,uknown,359,0,0
960,56,services,divorced,secondary,cellular,6101,no,no,0,uknown,422,0,0
961,46,self-employed,married,tertiary,NA,-80,yes,no,0,uknown,112,0,0
962,35,services,single,secondary,cellular,2467,no,no,0,uknown,319,0,0
963,38,technician,single,secondary,cellular,864,yes,no,1,low,364,0,0
964,27,blue-collar,married,secondary,cellular,1,yes,no,0,uknown,259,0,0
965,35,blue-collar,divorced,secondary,NA,0,yes,no,0,uknown,477,0,0
966,48,admin.,divorced,secondary,cellular,362,no,no,0,uknown,529,304.28,0
967,46,admin.,married,secondary,cellular,44,no,no,0,uknown,175,0,0
968,50,blue-collar,married,primary,cellular,0,no,no,0,uknown,72,0,0
969,34,self-employed,single,tertiary,NA,72,yes,no,0,uknown,69,0,0
970,33,entrepreneur,single,tertiary,cellular,99,no,yes,0,uknown,192,0,0
971,24,student,single,NA,cellular,358,no,no,1,uknown,245,43.32,0
972,48,blue-collar,married,secondary,telephone,3776,no,no,0,uknown,254,0,0
973,40,blue-collar,divorced,secondary,cellular,-244,yes,no,0,uknown,184,0,0
974,55,management,single,tertiary,cellular,0,no,no,0,uknown,156,0,0
975,49,retired,single,primary,NA,25824,no,no,0,uknown,94,0,0
976,61,retired,divorced,secondary,NA,1857,yes,no,0,uknown,173,0,0
977,45,unemployed,married,secondary,cellular,56,yes,no,0,uknown,195,0,0
978,29,housemaid,single,secondary,telephone,4537,yes,no,0,uknown,29,0,0
979,48,services,divorced,secondary,NA,858,yes,no,0,uknown,353,0,0
980,54,management,divorced,tertiary,cellular,496,no,no,0,uknown,452,351.57,0
981,42,housemaid,married,primary,cellular,4279,yes,no,1,low,97,0,0
982,47,management,married,tertiary,cellular,4693,no,yes,3,high,89,536.01,0
983,46,housemaid,married,primary,cellular,238,no,yes,0,uknown,85,0,0
984,40,entrepreneur,married,tertiary,cellular,1024,no,no,0,uknown,723,0,0
985,40,technician,divorced,secondary,cellular,348,yes,no,0,uknown,142,0,0
986,48,technician,married,tertiary,NA,2369,no,no,0,uknown,516,0,0
987,49,housemaid,married,primary,telephone,78,no,no,0,uknown,139,0,0
988,32,technician,single,secondary,cellular,309,yes,yes,0,uknown,99,0,0
989,31,blue-collar,married,primary,cellular,498,yes,yes,0,uknown,445,0,0
990,55,blue-collar,married,primary,NA,2896,no,no,0,uknown,138,0,0
991,37,technician,divorced,secondary,NA,1981,yes,no,0,uknown,106,0,0
992,29,blue-collar,married,secondary,cellular,275,yes,no,0,uknown,180,0,0
993,40,admin.,married,secondary,NA,35,no,no,0,uknown,78,0,0
994,30,management,single,secondary,cellular,8101,yes,no,0,uknown,49,0,0
995,44,management,single,tertiary,cellular,3,yes,no,0,uknown,147,0,0
996,53,blue-collar,married,secondary,NA,-135,yes,no,0,uknown,193,0,0
997,48,blue-collar,divorced,secondary,cellular,501,yes,no,0,uknown,12,0,0
998,33,services,divorced,secondary,cellular,69,yes,no,0,uknown,300,0,0
999,56,management,married,tertiary,NA,334,yes,no,0,uknown,127,0,0
1000,47,technician,married,secondary,cellular,0,yes,no,0,uknown,297,0,0
1001,34,technician,married,secondary,cellular,1553,no,no,0,uknown,200,0,0
1002,33,management,married,tertiary,cellular,2604,no,no,0,uknown,167,0,0
1003,43,technician,married,secondary,cellular,381,yes,no,0,uknown,191,0,0
1004,29,management,married,tertiary,NA,239,yes,no,0,uknown,143,0,0
1005,29,management,single,tertiary,cellular,268,no,no,0,uknown,667,316.11,0
1006,55,self-employed,single,secondary,NA,2607,yes,no,0,uknown,38,0,0
1007,39,management,married,tertiary,cellular,-4,no,no,0,uknown,358,0,0
1008,34,technician,single,tertiary,cellular,612,no,no,1,low,81,0,0
1009,33,admin.,single,secondary,cellular,223,yes,yes,4,low,15,0,0
1010,40,technician,married,secondary,NA,697,yes,no,0,uknown,111,0,0
1011,36,technician,married,secondary,cellular,432,yes,no,0,uknown,65,0,0
1012,55,management,divorced,tertiary,cellular,446,no,no,0,uknown,159,0,0
1013,49,admin.,married,secondary,telephone,1058,no,no,0,uknown,291,0,0
1014,32,management,single,tertiary,cellular,1310,no,no,0,uknown,418,0,0
1015,31,management,married,NA,cellular,668,no,no,0,uknown,75,0,0
1016,26,admin.,single,secondary,cellular,-42,no,yes,0,uknown,305,0,0
1017,49,blue-collar,married,secondary,telephone,93,no,no,0,uknown,212,0,0
1018,36,management,single,tertiary,NA,1373,yes,no,0,uknown,144,0,0
1019,40,housemaid,divorced,secondary,cellular,1194,yes,no,0,uknown,99,0,0
1020,32,self-employed,married,secondary,cellular,67,no,no,0,uknown,153,0,0
1021,25,blue-collar,married,secondary,NA,1025,yes,no,0,uknown,478,0,0
1022,34,management,single,tertiary,telephone,220,yes,no,0,uknown,63,0,0
1023,37,unemployed,single,secondary,NA,756,yes,no,0,uknown,74,0,0
1024,49,technician,divorced,secondary,cellular,7,yes,yes,0,uknown,50,0,0
1025,41,admin.,married,primary,cellular,0,yes,no,1,low,184,0,0
1026,33,blue-collar,single,primary,cellular,165,yes,no,0,uknown,139,0,0
1027,29,blue-collar,single,secondary,cellular,482,no,no,0,uknown,168,0,0
1028,47,housemaid,married,tertiary,telephone,333,no,no,0,uknown,141,0,0
1029,61,admin.,married,secondary,cellular,1046,yes,no,0,uknown,158,336.18,0
1030,33,services,married,tertiary,cellular,570,no,no,0,uknown,70,0,0
1031,33,blue-collar,married,secondary,NA,2,no,no,0,uknown,74,0,0
1032,49,admin.,married,primary,cellular,686,yes,yes,4,uknown,286,0,0
1033,55,admin.,married,secondary,NA,1102,yes,no,0,uknown,126,0,0
1034,33,management,single,tertiary,telephone,215,no,no,0,uknown,41,0,0
1035,32,blue-collar,married,primary,cellular,50,yes,no,2,low,275,0,0
1036,54,self-employed,married,primary,cellular,277,yes,no,3,low,300,0,0
1037,57,retired,married,secondary,NA,502,yes,no,0,uknown,229,0,0
1038,40,management,single,tertiary,NA,1820,yes,yes,0,uknown,173,0,0
1039,32,technician,married,tertiary,NA,1129,yes,no,0,uknown,189,0,0
1040,34,management,single,tertiary,cellular,6766,no,no,0,uknown,210,0,0
1041,59,management,married,NA,cellular,3534,no,no,0,uknown,216,0,0
1042,43,services,married,primary,cellular,-88,yes,yes,0,uknown,94,0,0
1043,39,services,married,NA,NA,-516,yes,no,0,uknown,86,0,0
1044,42,services,married,secondary,cellular,-1,yes,no,0,uknown,38,0,0
1045,59,retired,married,primary,cellular,2074,no,no,2,high,467,127.58,0
1046,48,blue-collar,married,primary,NA,1670,no,no,0,uknown,145,0,0
1047,57,technician,divorced,secondary,cellular,3043,no,no,0,uknown,707,561.94,0
1048,34,management,single,tertiary,cellular,5,no,no,0,uknown,370,252.05,0
1049,36,blue-collar,married,secondary,NA,70,yes,no,0,uknown,100,0,0
1050,34,technician,divorced,secondary,cellular,347,no,no,0,uknown,15,0,0
1051,51,technician,married,secondary,cellular,-153,no,no,0,uknown,62,0,0
1052,55,retired,married,primary,cellular,628,no,yes,0,uknown,123,0,0
1053,30,management,single,tertiary,cellular,2419,no,yes,0,uknown,213,0,0
1054,37,technician,married,secondary,cellular,729,yes,no,0,uknown,115,0,0
1055,46,blue-collar,married,secondary,NA,1728,yes,no,0,uknown,50,0,0
1056,39,management,divorced,tertiary,cellular,1315,yes,no,1,low,1337,0,0
1057,55,management,married,tertiary,NA,73,yes,no,0,uknown,142,0,0
1058,37,blue-collar,married,primary,telephone,89,no,yes,0,uknown,336,0,0
1059,38,admin.,married,secondary,cellular,599,yes,no,0,uknown,331,0,0
1060,53,self-employed,married,tertiary,cellular,687,no,no,0,uknown,319,0,0
1061,71,retired,married,NA,cellular,1741,no,no,0,uknown,177,0,0
1062,59,retired,married,secondary,cellular,0,no,no,0,uknown,23,0,0
1063,48,blue-collar,married,primary,cellular,2227,no,no,0,uknown,98,0,0
1064,43,blue-collar,married,primary,NA,0,no,no,0,uknown,30,0,0
1065,32,services,single,secondary,cellular,-1139,yes,no,0,uknown,201,0,0
1066,35,services,married,secondary,NA,373,no,yes,0,uknown,162,0,0
1067,34,blue-collar,married,primary,cellular,277,yes,no,0,uknown,76,0,0
1068,40,management,divorced,tertiary,cellular,49,no,no,0,uknown,249,0,0
1069,29,blue-collar,single,primary,cellular,365,yes,yes,2,low,72,0,0
1070,31,entrepreneur,married,secondary,cellular,15,no,yes,0,uknown,190,0,0
1071,55,blue-collar,married,secondary,cellular,644,no,no,0,uknown,42,0,0
1072,23,student,single,secondary,cellular,165,yes,no,0,uknown,148,0,0
1073,37,technician,single,secondary,cellular,123,no,yes,0,uknown,136,0,0
1074,29,blue-collar,married,secondary,NA,23,yes,no,0,uknown,219,0,0
1075,49,management,divorced,tertiary,NA,557,yes,no,0,uknown,126,0,0
1076,31,blue-collar,married,primary,cellular,55,yes,yes,0,uknown,340,0,0
1077,49,blue-collar,married,secondary,cellular,141,no,no,0,uknown,275,0,0
1078,33,blue-collar,married,secondary,cellular,315,no,no,0,uknown,146,297.81,0
1079,33,technician,single,secondary,NA,14,yes,no,0,uknown,188,0,0
1080,40,services,married,secondary,cellular,1293,yes,no,0,uknown,128,0,0
1081,35,technician,divorced,tertiary,NA,0,yes,no,0,uknown,759,0,0
1082,52,housemaid,married,tertiary,cellular,43,no,no,0,uknown,32,0,0
1083,36,services,married,tertiary,NA,2167,yes,yes,0,uknown,120,0,0
1084,32,blue-collar,married,secondary,cellular,305,yes,no,0,uknown,73,0,0
1085,44,technician,divorced,secondary,cellular,0,no,no,0,uknown,56,0,0
1086,48,unemployed,single,tertiary,NA,3229,no,no,0,uknown,1089,184.02,0
1087,30,blue-collar,married,primary,cellular,1101,yes,yes,3,low,590,0,0
1088,38,blue-collar,single,secondary,cellular,0,yes,no,0,uknown,84,0,0
1089,38,services,married,secondary,NA,393,no,no,0,uknown,90,0,0
1090,24,student,single,secondary,telephone,1234,no,no,3,high,280,0,0
1091,29,services,married,secondary,NA,283,no,yes,0,uknown,161,0,0
1092,49,services,married,secondary,cellular,314,no,no,0,uknown,30,0,0
1093,59,retired,divorced,secondary,cellular,1,no,no,0,uknown,335,24.83,0
1094,31,services,single,secondary,NA,1629,yes,no,0,uknown,344,0,0
1095,53,technician,divorced,secondary,NA,-896,no,yes,0,uknown,452,0,0
1096,61,retired,married,primary,NA,296,yes,yes,0,uknown,323,0,0
1097,32,management,single,tertiary,cellular,0,yes,no,0,uknown,370,263.53,0
1098,58,blue-collar,married,NA,cellular,9,no,no,0,uknown,50,0,0
1099,53,self-employed,married,tertiary,cellular,837,no,no,0,uknown,160,0,0
